"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jun 06 19:32:11 CST 2021","Sun Jun 06 19:32:13 CST 2021","1857","","test_tag","TestTag","","","test_tag_scene","
        标签增删改查场景测试
        "
